review_id,product_id,country,category,anonymous_brand,rating,review_text,theme_seed,sentiment_label,topic_id,topic_label,top_words
R00611,P0090,Malaysia,Seaweed snack,Korean Brand E,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00612,P0090,Malaysia,Seaweed snack,Korean Brand E,4,Clear halal labeling would make me more confident to purchase.,halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00613,P0090,Malaysia,Seaweed snack,Korean Brand E,4,Clear halal labeling would make me more confident to purchase.,halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00614,P0090,Malaysia,Seaweed snack,Korean Brand E,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00615,P0090,Malaysia,Seaweed snack,Korean Brand E,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00616,P0090,Malaysia,Seaweed snack,Korean Brand E,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00617,P0090,Malaysia,Seaweed snack,Korean Brand E,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00618,P0091,Malaysia,Seaweed snack,Japanese Brand P,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00619,P0091,Malaysia,Seaweed snack,Japanese Brand P,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00620,P0091,Malaysia,Seaweed snack,Japanese Brand P,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00621,P0091,Malaysia,Seaweed snack,Japanese Brand P,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00622,P0091,Malaysia,Seaweed snack,Japanese Brand P,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00623,P0091,Malaysia,Seaweed snack,Japanese Brand P,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00624,P0091,Malaysia,Seaweed snack,Japanese Brand P,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00625,P0092,Malaysia,Seaweed snack,Local Brand P,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00626,P0092,Malaysia,Seaweed snack,Local Brand P,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00627,P0092,Malaysia,Seaweed snack,Local Brand P,4,The label information could be clearer and easier to read.,packaging_issue,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00628,P0092,Malaysia,Seaweed snack,Local Brand P,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00629,P0092,Malaysia,Seaweed snack,Local Brand P,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00630,P0092,Malaysia,Seaweed snack,Local Brand P,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00631,P0093,Malaysia,Seaweed snack,Private Label R,2,I would prefer a healthier version with cleaner ingredients.,health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00632,P0093,Malaysia,Seaweed snack,Private Label R,2,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00633,P0093,Malaysia,Seaweed snack,Private Label R,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00634,P0093,Malaysia,Seaweed snack,Private Label R,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00635,P0093,Malaysia,Seaweed snack,Private Label R,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00636,P0094,Malaysia,Seaweed snack,Korean Brand T,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00637,P0094,Malaysia,Seaweed snack,Korean Brand T,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00638,P0094,Malaysia,Seaweed snack,Korean Brand T,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00639,P0094,Malaysia,Seaweed snack,Korean Brand T,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00640,P0094,Malaysia,Seaweed snack,Korean Brand T,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00641,P0094,Malaysia,Seaweed snack,Korean Brand T,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00642,P0094,Malaysia,Seaweed snack,Korean Brand T,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00643,P0094,Malaysia,Seaweed snack,Korean Brand T,2,"The taste is nice, but I wish it had less sodium.",health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00644,P0095,Malaysia,Seaweed snack,Local Brand A,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00645,P0095,Malaysia,Seaweed snack,Local Brand A,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00646,P0095,Malaysia,Seaweed snack,Local Brand A,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00647,P0095,Malaysia,Seaweed snack,Local Brand A,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00648,P0095,Malaysia,Seaweed snack,Local Brand A,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00649,P0095,Malaysia,Seaweed snack,Local Brand A,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00650,P0095,Malaysia,Seaweed snack,Local Brand A,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00651,P0096,Malaysia,Seaweed snack,Japanese Brand F,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00652,P0096,Malaysia,Seaweed snack,Japanese Brand F,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00653,P0096,Malaysia,Seaweed snack,Japanese Brand F,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00654,P0096,Malaysia,Seaweed snack,Japanese Brand F,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00655,P0096,Malaysia,Seaweed snack,Japanese Brand F,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00656,P0096,Malaysia,Seaweed snack,Japanese Brand F,4,"The product looks good, but I could not find clear halal information.",halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00657,P0096,Malaysia,Seaweed snack,Japanese Brand F,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00658,P0097,Philippines,Korean ramen,Premium Import Brand U,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00659,P0097,Philippines,Korean ramen,Premium Import Brand U,4,"The product looks good, but I could not find clear halal information.",halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00660,P0097,Philippines,Korean ramen,Premium Import Brand U,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00661,P0097,Philippines,Korean ramen,Premium Import Brand U,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00662,P0097,Philippines,Korean ramen,Premium Import Brand U,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00663,P0097,Philippines,Korean ramen,Premium Import Brand U,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00664,P0097,Philippines,Korean ramen,Premium Import Brand U,2,"The product looks good, but I could not find clear halal information.",halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00665,P0097,Philippines,Korean ramen,Premium Import Brand U,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00666,P0097,Philippines,Korean ramen,Premium Import Brand U,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,positive,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00667,P0097,Philippines,Korean ramen,Premium Import Brand U,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00668,P0098,Philippines,Korean ramen,Japanese Brand F,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00669,P0098,Philippines,Korean ramen,Japanese Brand F,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00670,P0098,Philippines,Korean ramen,Japanese Brand F,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00671,P0098,Philippines,Korean ramen,Japanese Brand F,3,"The flavor is good, but it is too spicy for my family.",too_spicy,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00672,P0098,Philippines,Korean ramen,Japanese Brand F,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00673,P0098,Philippines,Korean ramen,Japanese Brand F,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00674,P0098,Philippines,Korean ramen,Japanese Brand F,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00675,P0098,Philippines,Korean ramen,Japanese Brand F,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00676,P0098,Philippines,Korean ramen,Japanese Brand F,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00677,P0099,Philippines,Korean ramen,Korean Brand L,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00678,P0099,Philippines,Korean ramen,Korean Brand L,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00679,P0099,Philippines,Korean ramen,Korean Brand L,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00680,P0099,Philippines,Korean ramen,Korean Brand L,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00681,P0099,Philippines,Korean ramen,Korean Brand L,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00682,P0099,Philippines,Korean ramen,Korean Brand L,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00683,P0099,Philippines,Korean ramen,Korean Brand L,4,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00684,P0099,Philippines,Korean ramen,Korean Brand L,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00685,P0099,Philippines,Korean ramen,Korean Brand L,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00686,P0100,Philippines,Korean ramen,Japanese Brand C,2,I wish there was a milder version because the spice level is too strong.,too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00687,P0100,Philippines,Korean ramen,Japanese Brand C,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00688,P0100,Philippines,Korean ramen,Japanese Brand C,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00689,P0100,Philippines,Korean ramen,Japanese Brand C,4,"The flavor is good, but it is too spicy for my family.",too_spicy,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00690,P0100,Philippines,Korean ramen,Japanese Brand C,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00691,P0100,Philippines,Korean ramen,Japanese Brand C,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00692,P0100,Philippines,Korean ramen,Japanese Brand C,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00693,P0101,Philippines,Korean ramen,Japanese Brand H,2,Clear halal labeling would make me more confident to purchase.,halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00694,P0101,Philippines,Korean ramen,Japanese Brand H,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00695,P0101,Philippines,Korean ramen,Japanese Brand H,4,The serving size could be larger for the price.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00696,P0101,Philippines,Korean ramen,Japanese Brand H,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00697,P0101,Philippines,Korean ramen,Japanese Brand H,2,Clear halal labeling would make me more confident to purchase.,halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00698,P0101,Philippines,Korean ramen,Japanese Brand H,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00699,P0101,Philippines,Korean ramen,Japanese Brand H,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00700,P0102,Philippines,Korean ramen,Japanese Brand A,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00701,P0102,Philippines,Korean ramen,Japanese Brand A,2,"The product looks good, but I could not find clear halal information.",halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00702,P0102,Philippines,Korean ramen,Japanese Brand A,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00703,P0102,Philippines,Korean ramen,Japanese Brand A,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00704,P0102,Philippines,Korean ramen,Japanese Brand A,4,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00705,P0102,Philippines,Korean ramen,Japanese Brand A,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00706,P0102,Philippines,Korean ramen,Japanese Brand A,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00707,P0103,Philippines,Korean ramen,Korean Brand G,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00708,P0103,Philippines,Korean ramen,Korean Brand G,2,I wish there was a milder version because the spice level is too strong.,too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00709,P0103,Philippines,Korean ramen,Korean Brand G,4,I wish there was a milder version because the spice level is too strong.,too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00710,P0103,Philippines,Korean ramen,Korean Brand G,4,I wish there was a milder version because the spice level is too strong.,too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00711,P0103,Philippines,Korean ramen,Korean Brand G,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00712,P0103,Philippines,Korean ramen,Korean Brand G,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00713,P0103,Philippines,Korean ramen,Korean Brand G,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00714,P0103,Philippines,Korean ramen,Korean Brand G,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00715,P0104,Philippines,Korean ramen,Private Label Z,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00716,P0104,Philippines,Korean ramen,Private Label Z,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00717,P0104,Philippines,Korean ramen,Private Label Z,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00718,P0104,Philippines,Korean ramen,Private Label Z,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00719,P0104,Philippines,Korean ramen,Private Label Z,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00720,P0104,Philippines,Korean ramen,Private Label Z,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00721,P0104,Philippines,Korean ramen,Private Label Z,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00722,P0104,Philippines,Korean ramen,Private Label Z,3,The serving size could be larger for the price.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00723,P0105,Philippines,Kimchi,Premium Import Brand K,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00724,P0105,Philippines,Kimchi,Premium Import Brand K,4,"The flavor is good, but it is too spicy for my family.",too_spicy,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00725,P0105,Philippines,Kimchi,Premium Import Brand K,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00726,P0105,Philippines,Kimchi,Premium Import Brand K,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00727,P0105,Philippines,Kimchi,Premium Import Brand K,3,"The taste is nice, but I wish it had less sodium.",health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00728,P0105,Philippines,Kimchi,Premium Import Brand K,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00729,P0105,Philippines,Kimchi,Premium Import Brand K,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00730,P0106,Philippines,Kimchi,Premium Import Brand Y,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00731,P0106,Philippines,Kimchi,Premium Import Brand Y,4,I would prefer a healthier version with cleaner ingredients.,health_concern,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00732,P0106,Philippines,Kimchi,Premium Import Brand Y,2,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00733,P0106,Philippines,Kimchi,Premium Import Brand Y,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00734,P0106,Philippines,Kimchi,Premium Import Brand Y,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00735,P0107,Philippines,Kimchi,Japanese Brand V,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00736,P0107,Philippines,Kimchi,Japanese Brand V,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00737,P0107,Philippines,Kimchi,Japanese Brand V,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00738,P0107,Philippines,Kimchi,Japanese Brand V,4,Clear halal labeling would make me more confident to purchase.,halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00739,P0107,Philippines,Kimchi,Japanese Brand V,4,"It tastes good, but one pack is not enough for a full meal.",portion_size,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00740,P0107,Philippines,Kimchi,Japanese Brand V,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00741,P0107,Philippines,Kimchi,Japanese Brand V,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
