review_id,product_id,country,platform,category,anonymous_brand,product_name,rating,review_text,theme_seed,data_type
R00467,P0068,Malaysia,Lazada MY,Gochujang sauce,Korean Brand T,Korean Chili Sauce - squeeze bottle,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00468,P0068,Malaysia,Lazada MY,Gochujang sauce,Korean Brand T,Korean Chili Sauce - squeeze bottle,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00469,P0068,Malaysia,Lazada MY,Gochujang sauce,Korean Brand T,Korean Chili Sauce - squeeze bottle,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00470,P0068,Malaysia,Lazada MY,Gochujang sauce,Korean Brand T,Korean Chili Sauce - squeeze bottle,2,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00471,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00472,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00473,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R00474,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00475,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00476,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00477,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R00478,P0069,Malaysia,Shopee MY,Gochujang sauce,Korean Brand U,Korean Chili Sauce - tube,2,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R00479,P0070,Malaysia,Shopee MY,Gochujang sauce,Korean Brand L,Korean Chili Sauce - squeeze bottle,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00480,P0070,Malaysia,Shopee MY,Gochujang sauce,Korean Brand L,Korean Chili Sauce - squeeze bottle,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00481,P0070,Malaysia,Shopee MY,Gochujang sauce,Korean Brand L,Korean Chili Sauce - squeeze bottle,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00482,P0070,Malaysia,Shopee MY,Gochujang sauce,Korean Brand L,Korean Chili Sauce - squeeze bottle,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00483,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R00484,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00485,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R00486,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00487,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00488,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00489,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00490,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R00491,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00492,P0071,Malaysia,Shopee MY,Gochujang sauce,Korean Brand B,Sweet Spicy Sauce - jar,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00493,P0072,Malaysia,Lazada MY,Gochujang sauce,Korean Brand X,Sweet Spicy Sauce - squeeze bottle,2,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00494,P0072,Malaysia,Lazada MY,Gochujang sauce,Korean Brand X,Sweet Spicy Sauce - squeeze bottle,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R00495,P0072,Malaysia,Lazada MY,Gochujang sauce,Korean Brand X,Sweet Spicy Sauce - squeeze bottle,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R00496,P0072,Malaysia,Lazada MY,Gochujang sauce,Korean Brand X,Sweet Spicy Sauce - squeeze bottle,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00497,P0072,Malaysia,Lazada MY,Gochujang sauce,Korean Brand X,Sweet Spicy Sauce - squeeze bottle,2,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00498,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,4,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R00499,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00500,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00501,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00502,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R00503,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00504,P0073,Malaysia,Shopee MY,Frozen mandu,Korean Brand L,Vegetable Mandu - value pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00505,P0074,Malaysia,Shopee MY,Frozen mandu,Japanese Brand X,Kimchi Mandu - family pack,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00506,P0074,Malaysia,Shopee MY,Frozen mandu,Japanese Brand X,Kimchi Mandu - family pack,4,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R00507,P0074,Malaysia,Shopee MY,Frozen mandu,Japanese Brand X,Kimchi Mandu - family pack,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R00508,P0074,Malaysia,Shopee MY,Frozen mandu,Japanese Brand X,Kimchi Mandu - family pack,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00509,P0075,Malaysia,Lazada MY,Frozen mandu,Korean Brand G,Kimchi Mandu - frozen bag,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R00510,P0075,Malaysia,Lazada MY,Frozen mandu,Korean Brand G,Kimchi Mandu - frozen bag,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R00511,P0075,Malaysia,Lazada MY,Frozen mandu,Korean Brand G,Kimchi Mandu - frozen bag,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00512,P0075,Malaysia,Lazada MY,Frozen mandu,Korean Brand G,Kimchi Mandu - frozen bag,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00513,P0075,Malaysia,Lazada MY,Frozen mandu,Korean Brand G,Kimchi Mandu - frozen bag,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00514,P0076,Malaysia,Lazada MY,Frozen mandu,Japanese Brand U,Vegetable Mandu - value pack,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00515,P0076,Malaysia,Lazada MY,Frozen mandu,Japanese Brand U,Vegetable Mandu - value pack,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00516,P0076,Malaysia,Lazada MY,Frozen mandu,Japanese Brand U,Vegetable Mandu - value pack,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00517,P0076,Malaysia,Lazada MY,Frozen mandu,Japanese Brand U,Vegetable Mandu - value pack,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00518,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R00519,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,4,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00520,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R00521,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00522,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,4,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00523,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00524,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R00525,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,4,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00526,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00527,P0077,Malaysia,Lazada MY,Frozen mandu,Local Brand G,Kimchi Mandu - family pack,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00528,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00529,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R00530,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00531,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00532,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00533,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R00534,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00535,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,4,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00536,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00537,P0078,Malaysia,Lazada MY,Frozen mandu,Local Brand S,Kimchi Mandu - frozen bag,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00538,P0079,Malaysia,Shopee MY,Frozen mandu,Japanese Brand W,Vegetable Mandu - value pack,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00539,P0079,Malaysia,Shopee MY,Frozen mandu,Japanese Brand W,Vegetable Mandu - value pack,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R00540,P0079,Malaysia,Shopee MY,Frozen mandu,Japanese Brand W,Vegetable Mandu - value pack,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00541,P0079,Malaysia,Shopee MY,Frozen mandu,Japanese Brand W,Vegetable Mandu - value pack,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00542,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R00543,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00544,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00545,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00546,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R00547,P0080,Malaysia,Shopee MY,Frozen mandu,Private Label K,Chicken Mandu - value pack,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00548,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00549,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R00550,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00551,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R00552,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00553,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00554,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,3,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00555,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00556,P0081,Malaysia,Shopee MY,Ready meal,Korean Brand V,Bibimbap Bowl - meal kit,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00557,P0082,Malaysia,Lazada MY,Ready meal,Korean Brand Y,Bulgogi Meal - microwave bowl,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R00558,P0082,Malaysia,Lazada MY,Ready meal,Korean Brand Y,Bulgogi Meal - microwave bowl,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00559,P0082,Malaysia,Lazada MY,Ready meal,Korean Brand Y,Bulgogi Meal - microwave bowl,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00560,P0082,Malaysia,Lazada MY,Ready meal,Korean Brand Y,Bulgogi Meal - microwave bowl,2,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00561,P0083,Malaysia,Lazada MY,Ready meal,Korean Brand A,Bibimbap Bowl - frozen tray,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00562,P0083,Malaysia,Lazada MY,Ready meal,Korean Brand A,Bibimbap Bowl - frozen tray,4,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00563,P0083,Malaysia,Lazada MY,Ready meal,Korean Brand A,Bibimbap Bowl - frozen tray,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00564,P0083,Malaysia,Lazada MY,Ready meal,Korean Brand A,Bibimbap Bowl - frozen tray,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00565,P0083,Malaysia,Lazada MY,Ready meal,Korean Brand A,Bibimbap Bowl - frozen tray,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00566,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R00567,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00568,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00569,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00570,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R00571,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R00572,P0084,Malaysia,Lazada MY,Ready meal,Korean Brand S,Bulgogi Meal - frozen tray,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00573,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,3,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00574,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00575,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00576,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,4,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R00577,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00578,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00579,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00580,P0085,Malaysia,Shopee MY,Ready meal,Local Brand Q,Tteokbokki Meal - microwave bowl,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00581,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00582,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R00583,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00584,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,2,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00585,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00586,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00587,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R00588,P0086,Malaysia,Lazada MY,Ready meal,Japanese Brand L,Bulgogi Meal - frozen tray,3,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00589,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00590,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00591,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00592,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R00593,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R00594,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R00595,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R00596,P0087,Malaysia,Lazada MY,Ready meal,Private Label Z,Bulgogi Meal - microwave bowl,4,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R00597,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R00598,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,4,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R00599,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,4,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R00600,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00601,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00602,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00603,P0088,Malaysia,Lazada MY,Ready meal,Korean Brand J,Bulgogi Meal - frozen tray,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00604,P0089,Malaysia,Shopee MY,Seaweed snack,Korean Brand H,Seaweed Snack - multi-pack,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00605,P0089,Malaysia,Shopee MY,Seaweed snack,Korean Brand H,Seaweed Snack - multi-pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00606,P0089,Malaysia,Shopee MY,Seaweed snack,Korean Brand H,Seaweed Snack - multi-pack,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R00607,P0089,Malaysia,Shopee MY,Seaweed snack,Korean Brand H,Seaweed Snack - multi-pack,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R00608,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,4,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R00609,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R00610,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R00611,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,3,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R00612,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00613,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R00614,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R00615,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R00616,P0090,Malaysia,Lazada MY,Seaweed snack,Korean Brand E,Roasted Seaweed - snack pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
